Tool ID,In SR or is Standalone?,1st Level Code,2nd Level Code,3rd Level Code,4th Level Code,Normalised Criterion,Appraisal (A) or Reporting (R) Mode,"Original, Modified or Existing tool?",Eligibility of Parent Tool?,Web of Science Topic Label 1,Web of Science Topic Label 2,Web of Science Topic Label 3,Web of Science Topic Label 4,Web of Science Topic Label 5
Cramond 2016,Standalone,Analysis,Results,Visualisation methods,Not classified,Standard error of mean represented in error bars,R,Modified,Eligible,Computer science,Interdisciplinary applications,,,
Cramond 2016,Standalone,Test System,Experimental Practice,Controlling for random error,Replicates,Number of replicates,R,Modified,Eligible,Computer science,Interdisciplinary applications,,,
Cramond 2016,Standalone,Test System,Experimental Practice,Controlling for random error,Sample size,Exact sample size for each experimental group,R,Modified,Eligible,Computer science,Interdisciplinary applications,,,
Cramond 2016,Standalone,Test System,Experimental Practice,Controlling for random error,Sample size,Power analysis,R,Modified,Eligible,Computer science,Interdisciplinary applications,,,
Cramond 2016,Standalone,Test System,Experimental Practice,Controlling for random error,Sample size,Sample size estimate absent statistical methods,R,Modified,Eligible,Computer science,Interdisciplinary applications,,,
Cramond 2016,Standalone,Test System,Experimental Practice,Controlling for systematic error,Allocation concealment,Blinding of investigator to allocation of subjects to study groups during experiment,R,Modified,Eligible,Computer science,Interdisciplinary applications,,,
Cramond 2016,Standalone,Test System,Experimental Practice,Controlling for systematic error,Blinding,Blinded outcome assessment,R,Modified,Eligible,Computer science,Interdisciplinary applications,,,
Cramond 2016,Standalone,Test System,Experimental Practice,Controlling for systematic error,Blinding,"Statement about blinding, event absent blinding",R,Modified,Eligible,Computer science,Interdisciplinary applications,,,
Cramond 2016,Standalone,Test System,Experimental Practice,Controlling for systematic error,Randomisation,Choice of randomisation method,R,Modified,Eligible,Computer science,Interdisciplinary applications,,,
Cramond 2016,Standalone,Test System,Experimental Practice,Controlling for systematic error,Randomisation,"Statement about randomisation, even absent randomisation",R,Modified,Eligible,Computer science,Interdisciplinary applications,,,
Cramond 2016,Standalone,Test System,Not classified,Not classified,Not classified,Identification of samples as being biological replicates,A,Modified,Eligible,Computer science,Interdisciplinary applications,,,
Cramond 2016,Standalone,Test System,Not classified,Not classified,Not classified,Identification of samples as being technical replicates,A,Modified,Eligible,Computer science,Interdisciplinary applications,,,
Cramond 2016,Standalone,Test System,Theory,PECO,Not classified,Eligibility criteria,R,Modified,Eligible,Computer science,Interdisciplinary applications,,,
Cramond 2016,Standalone,Test System,Theory,PECO,Not classified,Exclusion of samples,R,Modified,Eligible,Computer science,Interdisciplinary applications,,,
Cramond 2016,Standalone,Test System,Theory,PECO,Population,Pre-established eligibility criteria,A,Modified,Eligible,Computer science,Interdisciplinary applications,,,
Cramond 2016,Standalone,Test System,Theory,PECO,Population,Exclusion of animals,R,Modified,Eligible,Computer science,Interdisciplinary applications,,,
Cramond 2016,Standalone,Test System,Verification,Other materials,Not classified,Antibody profiled by catalog number,R,Modified,Eligible,Computer science,Interdisciplinary applications,,,
Cramond 2016,Standalone,Test System,Verification,Other materials,Not classified,Antibody profiled by citation,R,Modified,Eligible,Computer science,Interdisciplinary applications,,,
Cramond 2016,Standalone,Test System,Verification,Other materials,Not classified,Antibody profiled by clone number,R,Modified,Eligible,Computer science,Interdisciplinary applications,,,
Cramond 2016,Standalone,Test System,Verification,Other materials,Not classified,Antibody profiled by validation profile,R,Modified,Eligible,Computer science,Interdisciplinary applications,,,
Cramond 2016,Standalone,Test System,Verification,Population,Not classified,Recent authentication of cell lines,R,Modified,Eligible,Computer science,Interdisciplinary applications,,,
Cramond 2016,Standalone,Test System,Verification,Population,Not classified,Source of cell lines,R,Modified,Eligible,Computer science,Interdisciplinary applications,,,
Davoudi 2019,Systematic review,Analysis,Results,Statistical methods,Not classified,Statistical methods,A,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Davoudi 2019,Systematic review,Objective,Not classified,Not classified,Not classified,Clear objectives,A,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Davoudi 2019,Systematic review,Test System,Experimental Practice,Controlling for random error,Sample size,Sample size calculation,A,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Davoudi 2019,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Attrition,<5% loss to follow-up,U,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Davoudi 2019,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Confounding,Baseline equivalence of groups,A,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Davoudi 2019,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Not classified,Unbiased assessment of end-point,A,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Davoudi 2019,Systematic review,Test System,Experimental Practice,Nonspecific error control,Not classified,Inclusion of consecutive patients/samples,U,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Davoudi 2019,Systematic review,Test System,Experimental Practice,Nonspecific error control,Not classified,Prospective data collection,U,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Davoudi 2019,Systematic review,Test System,Experimental Practice,Nonspecific error control,Not classified,Contemporary groups,A,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Davoudi 2019,Systematic review,Test System,Theory,PECO,Controls,Control group,A,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Davoudi 2019,Systematic review,Test System,Theory,PECO,Outcomes,Follow-up period,A,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Davoudi 2019,Systematic review,Test System,Theory,PECO,Outcomes,Suitability of end-points given aims,A,Modified,Ineligible,Dentistry,Oral surgery and medicine,,,
Elmer 2011,Systematic review,Not classified,Not classified,Not classified,Not classified,Assays for monitoring treatment effect,U,Original,N/A,Hematology,,,,
Elmer 2011,Systematic review,Not classified,Not classified,Not classified,Not classified,In vivo or in vitro study design,U,Original,N/A,Hematology,,,,
Elmer 2011,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Blinding,Blinding of experiment,A,Original,N/A,Hematology,,,,
Elmer 2011,Systematic review,Test System,Theory,Fit,External validity,Clinical relevance of monitoring assays,A,Original,N/A,Hematology,,,,
Elmer 2011,Systematic review,Test System,Theory,Fit,External validity,Physiological relevance of dose of anticoagulant,A,Original,N/A,Hematology,,,,
Elmer 2011,Systematic review,Test System,Theory,Fit,External validity,Physiological relevance of dose of reversal agent,A,Original,N/A,Hematology,,,,
Elmer 2011,Systematic review,Test System,Theory,Fit,External validity,Physiological relevance of route of anticoagulant,A,Original,N/A,Hematology,,,,
Elmer 2011,Systematic review,Test System,Theory,Fit,External validity,Physiological relevance of route of reversal agent,A,Original,N/A,Hematology,,,,
Elmer 2011,Systematic review,Test System,Theory,PECO,Controls,Use of control groups,A,Original,N/A,Hematology,,,,
Elmer 2011,Systematic review,Test System,Theory,PECO,Exposure or intervention,Dose of anticoagulant,U,Original,N/A,Hematology,,,,
Elmer 2011,Systematic review,Test System,Theory,PECO,Exposure or intervention,Dose of reversal agent,U,Original,N/A,Hematology,,,,
Elmer 2011,Systematic review,Test System,Theory,PECO,Exposure or intervention,Route of anticoagulant,U,Original,N/A,Hematology,,,,
Elmer 2011,Systematic review,Test System,Theory,PECO,Exposure or intervention,Route of reversal agent,U,Original,N/A,Hematology,,,,
Elmer 2011,Systematic review,Test System,Theory,PECO,Population,Study subjects,U,Original,N/A,Hematology,,,,
Elmer 2011,Systematic review,Test System,Verification,General validation,Not classified,Previous validation of monitoring assays,U,Original,N/A,Hematology,,,,
Fernandez-Cruz 2018,Standalone,Analysis,Results,Not classified,Not classified,Results analysed using statistical methods,R,Modified,Eligible,Multidisciplinary chemistry,Environmental sciences,Nanoscience & nanotechnology,,
Fernandez-Cruz 2018,Standalone,Test System,Experimental Practice,Controlling for random error,Replicates,Number of complete experimental repetitions,R,Modified,Eligible,Multidisciplinary chemistry,Environmental sciences,Nanoscience & nanotechnology,,
Fernandez-Cruz 2018,Standalone,Test System,Experimental Practice,Controlling for random error,Replicates,Number of replicates,R,Modified,Eligible,Multidisciplinary chemistry,Environmental sciences,Nanoscience & nanotechnology,,
Fernandez-Cruz 2018,Standalone,Test System,Experimental Practice,Protocol,Not classified,Protocols for characterisation of nanoparticles in exposure medium,R,Modified,Eligible,Multidisciplinary chemistry,Environmental sciences,Nanoscience & nanotechnology,,
Fernandez-Cruz 2018,Standalone,Test System,Experimental Practice,Protocol,Not classified,Protocols for dispersion of nanoparticles in exposure medium,R,Modified,Eligible,Multidisciplinary chemistry,Environmental sciences,Nanoscience & nanotechnology,,
Fernandez-Cruz 2018,Standalone,Test System,Experimental Practice,Protocol,Not classified,Protocols for preparation of exposure medium,R,Modified,Eligible,Multidisciplinary chemistry,Environmental sciences,Nanoscience & nanotechnology,,
Fernandez-Cruz 2018,Standalone,Test System,Not classified,Not classified,Not classified,Mandatory information on exposure conditions,R,Modified,Eligible,Multidisciplinary chemistry,Environmental sciences,Nanoscience & nanotechnology,,
Fernandez-Cruz 2018,Standalone,Test System,Not classified,Not classified,Not classified,Test system properties,R,Modified,Eligible,Multidisciplinary chemistry,Environmental sciences,Nanoscience & nanotechnology,,
Fernandez-Cruz 2018,Standalone,Test System,PECO,Exposure,Not classified,Other information on exposure conditions,R,Modified,Eligible,Multidisciplinary chemistry,Environmental sciences,Nanoscience & nanotechnology,,
Fernandez-Cruz 2018,Standalone,Test System,Theory,Methodological Information,Not classified,Concentrations in application media,R,Modified,Eligible,Multidisciplinary chemistry,Environmental sciences,Nanoscience & nanotechnology,,
Fernandez-Cruz 2018,Standalone,Test System,Theory,Methodological Information,Not classified,Method of administration,R,Modified,Eligible,Multidisciplinary chemistry,Environmental sciences,Nanoscience & nanotechnology,,
Fernandez-Cruz 2018,Standalone,Test System,Theory,PECO,Controls,Use of negative controls,A,Modified,Eligible,Multidisciplinary chemistry,Environmental sciences,Nanoscience & nanotechnology,,
Fernandez-Cruz 2018,Standalone,Test System,Theory,PECO,Controls,Use of positive controls,A,Modified,Eligible,Multidisciplinary chemistry,Environmental sciences,Nanoscience & nanotechnology,,
Fernandez-Cruz 2018,Standalone,Test System,Theory,PECO,Exposure or intervention,Dose levels,R,Modified,Eligible,Multidisciplinary chemistry,Environmental sciences,Nanoscience & nanotechnology,,
Fernandez-Cruz 2018,Standalone,Test System,Theory,PECO,Exposure or intervention,Duration of exposure,R,Modified,Eligible,Multidisciplinary chemistry,Environmental sciences,Nanoscience & nanotechnology,,
Fernandez-Cruz 2018,Standalone,Test System,Theory,PECO,Exposure or intervention,Identity of test vehicle,R,Modified,Eligible,Multidisciplinary chemistry,Environmental sciences,Nanoscience & nanotechnology,,
Fernandez-Cruz 2018,Standalone,Test System,Theory,PECO,Outcomes,Outcome measurement methods,R,Modified,Eligible,Multidisciplinary chemistry,Environmental sciences,Nanoscience & nanotechnology,,
